ID,PRC2017,PRC2016,REMARK
3558,32401300,32401300,
3559,32402000,32402000,
3560,32403100,32403100,
3561,32403200,32403200,
3562,32404100,32404100,
3563,32404210,32404210,
3564,32404230,32404230,
3565,32404250,32404250,
3566,32404270,32404270,
3567,32501130,32501130,
3568,32501150,32501150,
3569,32501200,32501200,
3570,32501311,32501311,
3571,32501313,32501313,
3572,32501315,32501315,
3573,32501317,32501317,
3574,32501320,32501320,
3575,32501333,32501333,
3576,32501335,32501335,
3577,32501340,32501340,
3578,32501353,32501353,
3579,32501355,32501355,
3580,32501363,32501363,
3581,32501365,32501365,
3582,32501370,32501370,
3583,32501380,32501380,
3584,32502130,32502130,
3585,32502180,32502180,
3586,32502235,32502235,
3587,32502239,32502239,
3588,32502253,32502253,
3589,32502255,32502255,
3590,32502259,32502259,
3591,32502290,32502290,
3592,32502300,32502300,
3593,32503030,32503030,
3594,32503050,32503050,
3595,32504130,32504130,
3596,32504153,32504153,
3597,32504155,32504155,
3598,32504159,32504159,
3599,32504170,32504170,
3600,32504250,32504250,
3601,32504290,32504290,
3602,32504350,32504350,
3603,32504390,32504390,
3604,32504400,32504400,
3605,32505010,32505010,
3606,32505020,32505020,
3607,32505030,32505030,
3608,32505050,32505050,
3609,32911110,32911110,
3610,32911140,32911140,
3611,32911190,32911190,
3612,32911210,32911210,
3613,32911235,32911235,
3614,32911237,32911237,
3615,32911250,32911250,
3616,32911270,32911270,
3617,32911930,32911930,
3618,32911950,32911950,
3619,32911970,32911970,
3620,32991130,32991130,
3621,32991150,32991150,
3622,32991190,32991190,
3623,32991210,32991210,
3624,32991230,32991230,
3625,32991250,32991250,
3626,32991300,32991300,
3627,32991410,32991410,
3628,32991430,32991430,
3629,32991450,32991450,
3630,32991510,32991510,
3631,32991530,32991530,
3632,32991550,32991550,
3633,32991610,32991610,
3634,32991630,32991630,
3635,32991650,32991650,
3636,32991670,32991670,
3637,32992130,32992130,
3638,32992160,32992160,
3639,32992210,32992210,
3640,32992300,32992300,
3641,32992430,32992430,
3642,32992450,32992450,
3643,32993000,32993000,
3644,32994110,32994110,
3645,32994130,32994130,
3646,32994210,32994210,
3647,32994230,32994230,
3648,32994300,32994300,
3649,32995130,32995130,
3650,32995150,32995150,
3651,32995280,32995280,
3652,32995300,32995300,
3653,32995400,32995400,
3654,32995500,32995500,
3655,32995910,32995910,
3656,32995920,32995920,
3657,32995930,32995930,
3658,32995940,32995940,
3659,32995950,32995950,
3660,32995960,32995960,
3661,32995970,32995970,
3662,32995980,32995980,
3663,32995990,32995990,
3664,33111200,33111200,
3665,33111300,33111300,
3666,33111900,33111900,
3667,33121100,33121100,
3668,33121210,33121210,
3669,33121220,33121220,
3670,33121400,33121400,
3671,33121500,33121500,
3672,33121800,33121800,
3673,33121990,33121990,
3674,33122110,33122110,
3675,33122120,33122120,
3676,33122200,33122200,
3677,33122300,33122300,
3678,33122400,33122400,
3679,33122500,33122500,
3680,33122600,33122600,
3681,33122700,33122700,
3682,33122800,33122800,
3683,33122910,33122910,
3684,33122990,33122990,
3685,33131110,33131110,
3686,33131120,33131120,
3687,33131200,33131200,
3688,33131300,33131300,
3689,33131900,33131900,
3690,33141120,33141120,
3691,33141150,33141150,
3692,33141900,33141900,
3693,33151010,33151010,
3694,33151030,33151030,
3695,33161000,33161000,
3696,33171100,33171100,
3697,33191020,33191020,
3698,33201100,33201100,
3699,33202100,33202100,
3700,33202910,33202910,
3701,33202920,33202920,
3702,33202930,33202930,
3703,33202940,33202940,
3704,33202950,33202950,
3705,33202960,33202960,
3706,33202970,33202970,
3707,33203100,33203100,
3708,33203200,33203200,
3709,33203300,33203300,
3710,33203400,33203400,
3711,33203500,33203500,
3712,33203600,33203600,
3713,33203700,33203700,
3714,33203800,33203800,
3715,33203900,33203900,
3716,33204100,33204100,
3717,33204200,33204200,
3718,33205020,33205020,
3719,33205050,33205050,
3720,33205090,33205090,
3721,33206000,33206000,
3722,33207000,33207000,
3723,399900Z0,399900Z0,
3724,399900Z1,399900Z1,
3725,399900Z2,399900Z2,
3726,399900Z4,399900Z4,
3727,399900Z5,399900Z5,
3728,399900Z6,399900Z6,
3729,100000Z4,,NEW
3730,10124000,,NEW
3731,110212Z0,,NEW
3732,16101134,,NEW
3733,16101136,,NEW
3734,16101138,,NEW
3735,16211600,,NEW
3736,16211800,,NEW
3737,201300Z0,,NEW
3738,20144238,,NEW
3739,20201100,,NEW
3740,20602150,,NEW
3741,23311000,,NEW
3742,23991940,,NEW
3743,25941116,,NEW
3744,25941122,,NEW
3745,25941124,,NEW
3746,25941126,,NEW
3747,25941128,,NEW
3748,25941132,,NEW
3749,25941134,,NEW
3750,25941136,,NEW
3751,25941138,,NEW
3752,25941184,,NEW
3753,25941186,,NEW
3754,263000Z0,,NEW
3755,26403400,,NEW
3756,265100Z0,,NEW
3757,26511200,,NEW
3758,26514300,,NEW
3759,26514500,,NEW
3760,26516200,,NEW
3761,26516690,,NEW
3762,267000Z0,,NEW
3763,269900Z3,,NEW
3764,269900Z4,,NEW
3765,28251450,,NEW
3766,28252010,,NEW
3767,28293940,,NEW
3768,28302110,,NEW
3769,28302210,,NEW
3770,28302300,,NEW
3771,28303300,,NEW
3772,283099Z0,,NEW
3773,28412300,,NEW
3774,28491240,,NEW
3775,28491290,,NEW
3776,29102410,,NEW
3777,29102430,,NEW
3778,29102450,,NEW
3779,29102490,,NEW
3780,32403900,,NEW
3781,399900Z7,,NEW
3782,,100000Z2,DELETED
3783,,101200Z3,DELETED
3784,,10121040,DELETED
3785,,10122080,DELETED
3786,,10124020,DELETED
3787,,10124050,DELETED
3788,,110000Z1,DELETED
3789,,16101133,DELETED
3790,,16101135,DELETED
3791,,16101137,DELETED
3792,,16101139,DELETED
3793,,16211610,DELETED
3794,,16211617,DELETED
3795,,16211810,DELETED
3796,,16211814,DELETED
3797,,20144237,DELETED
3798,,20144239,DELETED
3799,,20201130,DELETED
3800,,20201140,DELETED
3801,,20201150,DELETED
3802,,20201160,DELETED
3803,,20201190,DELETED
3804,,20602120,DELETED
3805,,20602190,DELETED
3806,,23311010,DELETED
3807,,23311020,DELETED
3808,,23311050,DELETED
3809,,23311071,DELETED
3810,,23311073,DELETED
3811,,23311075,DELETED
3812,,23311079,DELETED
3813,,25941113,DELETED
3814,,25941117,DELETED
3815,,25941123,DELETED
3816,,25941125,DELETED
3817,,25941127,DELETED
3818,,25941129,DELETED
3819,,25941131,DELETED
3820,,25941133,DELETED
3821,,25941135,DELETED
3822,,25941139,DELETED
3823,,25941183,DELETED
3824,,25941185,DELETED
3825,,25941187,DELETED
3826,,26401250,DELETED
3827,,26403420,DELETED
3828,,26403440,DELETED
3829,,26403460,DELETED
3830,,26403480,DELETED
3831,,26511235,DELETED
3832,,26511250,DELETED
3833,,26511280,DELETED
3834,,26514310,DELETED
3835,,26514330,DELETED
3836,,26514355,DELETED
3837,,26514359,DELETED
3838,,26514520,DELETED
3839,,26514530,DELETED
3840,,26514555,DELETED
3841,,26514559,DELETED
3842,,26516210,DELETED
3843,,26516230,DELETED
3844,,26516255,DELETED
3845,,26516259,DELETED
3846,,26516650,DELETED
3847,,26516670,DELETED
3848,,26516683,DELETED
3849,,26516689,DELETED
3850,,28293910,DELETED
3851,,28293930,DELETED
3852,,28293950,DELETED
3853,,28302100,DELETED
3854,,28302200,DELETED
3855,,28302330,DELETED
3856,,28302350,DELETED
3857,,28302370,DELETED
3858,,28302390,DELETED
3859,,28303333,DELETED
3860,,28303335,DELETED
3861,,28303350,DELETED
3862,,28411180,DELETED
3863,,28412305,DELETED
3864,,28412315,DELETED
3865,,28412325,DELETED
3866,,28412335,DELETED
3867,,28412345,DELETED
3868,,28412355,DELETED
3869,,28412365,DELETED
3870,,28412375,DELETED
3871,,28412385,DELETED
3872,,28412395,DELETED
3873,,28414070,DELETED
3874,,28491210,DELETED
3875,,28491233,DELETED
3876,,28491235,DELETED
3877,,28491237,DELETED
3878,,28491250,DELETED
3879,,28491263,DELETED
3880,,28491265,DELETED
3881,,28491267,DELETED
3882,,28491275,DELETED
3883,,28491279,DELETED
3884,,28492140,DELETED
3885,,29102400,DELETED
3886,,32403920,DELETED
3887,,32403940,DELETED
3888,,32403960,DELETED
3889,,32403990,DELETED
